鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
文山區,租賃房屋,臺北市文山區萬美街一段１２３之３號二樓,0.0,,,,1141124,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760122,113.03,3,2,2,有,有,無,26500,234,,0.0,0,,RPRNMLQLJIKGFAA67CC,整棟(戶)出租,無,1141125~1151124,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中正區,租賃房屋,臺北市中正區重慶南路三段１５巷２５號三樓,0.0,,,,1141122,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,加強磚造,,98.79,3,2,2,有,無,無,23000,233,,0.0,0,,RPXNMLQLJIKGFAA28CC,整棟(戶)出租,無,1150101~1191231,無,熱水器、瓦斯或天然氣,
文山區,租賃房屋,臺北市文山區仙岩路２２巷２１號６樓,0.0,,,,1141121,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840411,124.69,3,2,2,有,有,無,33000,265,,0.0,0,管理費3020元，租金不含管理費，由承租人負擔。,RPROMLQLJIKGFAA77CC,整棟(戶)出租,有,1141201~1171130,有,熱水器、瓦斯或天然氣,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區延平北路二段２４７巷２５號２樓之７,0.0,,,,1141124,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961212,33.480000000000004,1,1,1,有,有,有,18000,538,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件,RPPNMLQLJIKGFBA57CC,獨立套房,有,1141124~1151123,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區寧夏路２３號,0.0,,,,1141124,土地0建物0車位0,全,4,透天厝,,加強磚造,0510822,43.63,18,5,13,有,無,有,26000,596,,0.0,0,本案為分租套房，本間為404室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLQLJIKGFBA67CC,分租套房,無,1141124~1151123,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
大同區,租賃房屋,臺北市大同區寧夏路２３號,0.0,,,,1141124,土地0建物0車位0,全,4,透天厝,,加強磚造,0510822,43.63,18,5,13,有,無,有,26000,596,,0.0,0,本案為分租套房，本間為404室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；,RPRNMLQLJIKGFBA77CC,分租套房,無,1141124~1151123,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
大同區,租賃房屋,臺北市大同區民生西路４２３巷２５號２樓,0.0,,,,1141125,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740415,16.0,5,0,5,有,無,有,14000,875,,0.0,0,201室,RPUNMLQLJIKGFBA08CC,分租套房,無,1141128~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區西昌街２０２號,0.0,,,,1141125,土地0建物0車位0,全,4,透天厝,住商用,加強磚造,0580208,15.84,9,0,9,有,無,有,14500,915,,0.0,0,本案為分租套房，本間為位於四樓的502室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；,RPXNMLQLJIKGFBA38CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區西昌街２０２號,0.0,,,,1141125,土地0建物0車位0,全,4,透天厝,住商用,加強磚造,0580208,15.84,9,0,9,有,無,有,14500,915,,0.0,0,本案為分租套房，本間為位於四樓的502室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；,RPOOMLQLJIKGFBA57CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
中正區,租賃房屋,臺北市中正區漢口街一段４２號,0.0,,,,1141124,土地0建物0車位0,全,6,透天厝,,鋼筋混凝土造,0540902,7.72,14,0,11,有,無,有,5800,751,,0.0,0,本案為分租雅房，本間為605室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPOMLQLJIKGFBA67CC,分租雅房,無,1141202~1151201,無,冷氣、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區西園路二段２８３號,0.0,,,,1141126,土地0建物0車位0,全,4,透天厝,工業用,鋼筋混凝土造,0621004,22.21,15,0,15,有,無,有,18000,810,,0.0,0,本案為分租套房，本間為203室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPSOMLQLJIKGFBA97CC,分租套房,無,1141210~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
大同區,租賃房屋,臺北市大同區長安西路７８巷４弄６之４號,0.0,,,,1141126,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590602,31.89,6,2,2,有,無,有,34650,1087,,0.0,0,本案為分租套房，本間為302室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPUOMLQLJIKGFBA18CC,分租套房,無,1141210~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區昆明街１６１號五樓,0.0,,,,1141124,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0760430,59.49,2,1,1,有,有,有,28500,479,,0.0,0,管理費每個月1350元不包含在租金內,RPXOMLQLJIKGFBA48CC,整棟(戶)出租,有,1141130~1151129,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,臺北市中山區吉林路３６９號５樓之７,0.0,,,,1141121,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681219,41.0,1,1,1,有,有,有,18000,439,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件續租案件；,RPQNMLQLJIKGFCA77CC,獨立套房,有,1141210~1151209,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區天津街３７號７樓之４,0.0,,,,1141124,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760630,30.57,1,1,1,有,有,有,19000,622,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件,RPRNMLQLJIKGFCA87CC,獨立套房,有,1141124~1151123,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區龍江路３０５巷１０號四樓,0.0,,,,1141124,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590427,70.67,2,1,1,有,無,有,26000,368,,0.0,0,多人共同承租2；,RPWNMLQLJIKGFCA38CC,整棟(戶)出租,無,1141125~1151124,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區林森北路９６號７樓之３,0.0,,,,1141126,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710224,36.23,1,0,1,有,有,有,14300,395,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件,RPPOMLQLJIKGFCA77CC,獨立套房,有,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區成功路三段８２號五樓,0.0,,,,1141124,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690624,98.23,3,1,1,有,無,無,19900,203,,0.0,0,續租案件；,RPROMLQLJIKGFCA97CC,整棟(戶)出租,無,1150111~1160110,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區三民路１６６巷２３號５樓之４,0.0,,,,1141121,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841019,46.47,1,1,1,有,有,有,19500,420,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件續租案件；,RPPNMLQLJIKGFDA77CC,獨立套房,有,1141225~1151224,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區八德路四段６２６號七樓,0.0,,,,1141124,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850206,49.67,1,0,1,有,有,有,23500,473,,0.0,0,,RPSNMLQLJIKGFDA08CC,獨立套房,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
信義區,租賃房屋,臺北市信義區信安街６６號,0.0,,,,1141121,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0570425,79.1,0,0,0,無,無,無,60000,759,,0.0,0,,RPTNMLQLJIKGFDA18CC,,無,1141121~1170104,無,,
松山區,租賃房屋,臺北市松山區民生東路五段１３８巷３號二樓之７,0.0,,,,1141124,土地0建物0車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0641127,15.58,6,1,2,有,無,有,11000,706,,0.0,0,本案為分租雅房，本間為203室，租金包含管理費、水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含管理費；水費；其他垃圾處理費；續租案件；,RPVNMLQLJIKGFDA38CC,分租雅房,有,1141208~1151207,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般轉租
信義區,租賃房屋,臺北市信義區松山路２６１之２號４樓,0.0,,,,1141125,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651201,75.62,3,2,1,有,無,有,23000,304,,0.0,0,,RPPOMLQLJIKGFDA87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區延平北路六段１５５巷５１號三樓,0.0,,,,1141124,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0610122,85.27,3,1,1,有,無,有,15000,176,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPPNMLQLJIKGFEA87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北投區,租賃房屋,臺北市北投區承德路七段３４２巷１３號５樓,0.0,,,,1141124,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680730,74.01,3,2,1,有,無,有,26500,358,,0.0,0,續租案件；,RPQNMLQLJIKGFEA97CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
北投區,租賃房屋,臺北市北投區尊賢街２７０號四樓,0.0,,,,1141121,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650910,105.0,3,1,1,有,無,無,28000,267,,0.0,0,,RPVNMLQLJIKGFEA48CC,整棟(戶)出租,無,1141205~1151204,無,熱水器、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區天玉街１５號５樓,0.0,,,,1141124,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720119,21.62,11,3,10,有,無,有,26000,1203,,0.0,0,本案為全新裝潢、全新家電，本間為分租套房，第509室，租金包含水費，包租業者另免費附贈網路及第四台。租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPWNMLQLJIKGFEA58CC,分租套房,無,1141214~1150113,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
北投區,租賃房屋,臺北市北投區永興路二段１４號２樓,0.0,,,,1141124,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640502,87.32,3,2,2,有,無,無,19500,223,,0.0,0,,RPXNMLQLJIKGFEA68CC,整棟(戶)出租,無,1141125~1151124,無,熱水器,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區中和街４０號五樓之４１,0.0,,,,1141125,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690821,33.89,1,1,1,有,有,無,8000,236,,0.0,0,管理費每個月510元不包含在租金內,RPQOMLQLJIKGFEA08CC,獨立套房,有,1141201~1151130,有,熱水器,社會住宅代管
士林區,租賃房屋,臺北市士林區天玉街１５號６樓,0.0,,,,1141126,土地0建物0車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720119,26.0,22,6,22,有,無,有,28000,1077,,0.0,0,本案為全新裝潢、全新家電，本間為分租套房，第606室；租金包含水費，包租業者另免費附贈網路及第四台。租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPROMLQLJIKGFEA18CC,分租套房,無,1141208~1150107,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
北投區,租賃房屋,臺北市北投區中山路４７號之４一樓,0.0,,,,1141125,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730419,32.44,1,1,1,有,有,有,7500,231,,0.0,0,續租案件；,RPTOMLQLJIKGFEA38CC,獨立套房,有,1141213~1151212,有,冷氣、熱水器、冰箱,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區磺溪街８８巷２之２號４樓,0.0,,,,1141124,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970721,157.87,3,1,2,有,有,有,71000,450,,0.0,0,租金總額含管理費；其他租金內含所得稅、健保補充保費；續租案件；,RPVOMLQLJIKGFEA58CC,整棟(戶)出租,有,1141222~1161221,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
士林區,租賃房屋,臺北市士林區延平北路五段１６３巷３７號４樓,0.0,,,,1141124,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701106,140.75,3,2,1,有,無,有,31000,220,,0.0,0,續租案件；,RPXOMLQLJIKGFEA78CC,整棟(戶)出租,無,1150201~1160131,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
大安區,租賃房屋,臺北市大安區泰順街５４巷２５號三樓,0.0,,,,1141124,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621024,9.6,4,0,1,有,無,有,11000,1146,,0.0,0,本案為分租雅房，本間為304室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；瓦斯費；其他垃圾處理費；,RPPNMLQLJIKGFFA97CC,分租雅房,無,1141124~1151123,無,冷氣、電視機、有線電視、網路,一般轉租
大安區,租賃房屋,臺北市大安區泰順街５４巷２５號三樓,0.0,,,,1141124,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621024,9.6,4,0,1,有,無,有,11000,1146,,0.0,0,本案為分租雅房，本間為304室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；瓦斯費；其他垃圾處理費；,RPRNMLQLJIKGFFA18CC,分租雅房,無,1141124~1151123,無,冷氣、電視機、有線電視、網路,一般轉租
大安區,租賃房屋,臺北市大安區四維路４４巷５號,0.0,,,,1141125,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,152.44,0,0,2,有,無,無,110000,722,,0.0,0,租金總額含稅；,RPTNMLQLJIKGFFA38CC,,無,1150101~1171231,無,冷氣,
大安區,租賃房屋,臺北市大安區文昌街２８０巷４７號,0.0,,,,1141124,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700511,118.42,0,0,0,無,無,無,50000,422,,0.0,0,,RPXNMLQLJIKGFFA78CC,,無,1141201~1161231,無,,
中正區,租賃房屋,臺北市中正區南昌路二段８９號５樓,0.0,,,,1141121,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼骨造,1080124,58.17,2,1,1,有,有,無,45000,774,,0.0,0,租金總額含管理費；,RPOOMLRLJIKGFAA57CC,整棟(戶)出租,有,1141201~1150228,有,,一般包租
文山區,租賃房屋,臺北市文山區木柵路二段１０９巷２５弄８２號四樓,0.0,,,,1141124,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711220,91.68,3,2,1,有,無,有,25000,273,,0.0,0,續租案件；,RPPOMLRLJIKGFAA67CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中正區,租賃房屋,臺北市中正區同安街５３之２號１樓,0.0,,,,1141121,土地0建物0車位0,一層,2,公寓(5樓含以下無電梯),住家用,加強磚造,0641028,19.83,2,1,1,有,無,無,18000,908,,0.0,0,租金總額含水費；網路費；,RPQOMLRLJIKGFAA77CC,分租套房,無,1141130~1150228,無,,
大同區,租賃房屋,臺北市大同區大龍街１５９巷１０號二樓,0.0,,,,1141121,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580909,70.61,2,2,2,有,無,有,33000,467,,0.0,0,,RPPOMLRLJIKGFBA77CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,社會住宅代管
中正區,租賃房屋,臺北市中正區開封街一段４８號１２樓之１,0.0,,,,1141124,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,36.34,1,0,1,有,有,有,21000,578,,0.0,0,,RPROMLRLJIKGFBA97CC,獨立套房,有,1141125~1151124,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區桂林路２４６巷４２弄１９號３樓,0.0,,,,1141124,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0600121,98.35,3,2,1,有,無,無,24000,244,,0.0,0,,RPSOMLRLJIKGFBA08CC,整棟(戶)出租,無,1141125~1151124,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋+車位,臺北市中山區中山北路二段４４巷２２號１３樓,0.0,,,,1141122,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),多戶住宅（Ｈ２）,鋼筋混凝土造,1130715,224.64999999999998,4,2,2,有,有,有,107700,479,坡道平面,38.05,0,,RPVNMLRLJIKGFCA38CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
中山區,租賃房屋,臺北市中山區松江路１１號,0.0,,,,1141121,土地0建物1車位0,一層,15,店面(店鋪),商業用,鋼筋混凝土造,0851212,96.97999999999999,0,1,1,有,有,無,55000,567,,0.0,0,租金總額含稅；管理費；其他二代健保；,RPPOMLRLJIKGFCA87CC,,有,1141201~1191130,有,,
中山區,租賃房屋,臺北市中山區一江街４５號一樓,0.0,,,,1141125,土地0建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,0670531,158.03,0,0,0,無,無,無,150000,949,,0.0,0,租金總額含稅；,RPUOMLRLJIKGFCA38CC,,無,1150225~1220224,有,,
中山區,租賃房屋,臺北市中山區中山北路三段２９號九樓之１,0.0,,,,1141126,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660315,66.59,1,1,1,有,有,有,28000,420,,0.0,0,,RPVOMLRLJIKGFCA48CC,獨立套房,有,1141215~1151214,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區中山北路一段８３巷１３號三樓之１,0.0,,,,1141125,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0740129,31.479999999999997,2,1,1,有,有,有,13700,435,,0.0,0,,RPXOMLRLJIKGFCA68CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區港華街３５號四樓,0.0,,,,1141125,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701021,107.98,3,1,2,有,無,有,35000,324,,0.0,0,,RPOPMLRLJIKGFCA87CC,整棟(戶)出租,無,1141210~1151209,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,臺北市中山區民生東路一段７２號八樓之７,0.0,,,,1141125,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700423,50.379999999999995,1,0,1,有,有,有,13000,258,,0.0,0,續租案件；,RPQPMLRLJIKGFCA08CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區新生北路二段７３號四樓之１１,0.0,,,,1141125,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680301,21.44,1,0,1,有,有,有,8000,373,,0.0,0,續租案件；,RPTPMLRLJIKGFCA38CC,獨立套房,有,1141215~1151214,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區復興北路１７８號５樓之８,0.0,,,,1141127,土地0建物1車位0,五層,16,辦公商業大樓,商業用,鋼筋混凝土造,0851205,44.1,0,0,1,有,有,無,27000,612,,0.0,0,租金總額含稅；,RPWPMLRLJIKGFCA68CC,,有,1141205~1171204,有,冷氣、熱水器,
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141124,土地0建物0車位0,九層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,20500,667,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPNMLRLJIKGFDA87CC,分租套房,有,1150109~1160108,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141124,土地0建物0車位0,十四層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,20500,667,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQNMLRLJIKGFDA97CC,分租套房,有,1150110~1160109,有,冷氣、電視機、冰箱,一般轉租
南港區,租賃房屋,臺北市南港區昆陽街１３４巷１號４樓,0.0,,,,1141125,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640604,16.0,3,0,3,有,無,有,14500,906,,0.0,0,4A室續租案件；,RPPOMLRLJIKGFDA97CC,分租套房,無,1141110~1151109,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
松山區,租賃房屋,臺北市松山區健康路１６之８號７樓,0.0,,,,1141125,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741105,15.0,5,1,2,有,有,有,15300,1020,,0.0,0,租金總額含瓦斯費；網路費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQPMLRLJIKGFDA18CC,分租雅房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
信義區,租賃房屋,臺北市信義區基隆路２段１７９號４樓之３,0.0,,,,1141121,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,130.78,2,2,2,有,有,有,100510,769,,0.0,0,多人共同承租2；,RPPQMLRLJIKGFDA18CC,整棟(戶)出租,有,1141121~1151221,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
